Code_Bv_Standardized;Sub-drainage;Water Color;DistanceMouth_km;ShannonDiv;SoilDiv;PebasLake;Main tributaries position;NorthSouthMain;Number of waterfalls;NetworkDensity;Area_km;Sea level 25m;Sea level 100m;CSup15;Elevation_min;Elevation_max;Elevation_range;Elevation_mean;Elevation_std;Elevation_basinSup1000m;Number of sampled sites;Species richness SDMs;Species richness (raw data);Endemic species richness;Characidae (SR);Loricariidae (SR);Cichlidae (SR);Callichthyidae (SR);Anostomidae (SR);Rivulidae (SR);Doradidae (SR);Heptapteridae (SR);Auchenipteridae (SR);Trichomycteridae (SR);Serrasalmidae (SR);Curimatidae (SR);Apteronotidae (SR);Pimelodidae (SR);Lebiasinidae (SR);CurrClimate_tempMin;CurrClimate_tempMax;CurrClimate_tempMean;CurrClimate_tempCV;CurrClimate_precMin;CurrClimate_precMax;CurrClimate_precAnn;CurrClimate_precCV;CurrClimate_aetMin;CurrClimate_aetMax;CurrClimate_aetAnn;CurrClimate_aetCV;CurrClimate_petMin;CurrClimate_petMax;CurrClimate_petAnn;CurrClimate_petCV;CurrClimate_ro_mean;CurrClimate_npp_mn;CurrClimate_npp_sd;CurrClimate_npp_cv;CurrClimate_SolRad_mn;CurrClimate_SolRad_cv;PastClimate_tempMin;PastClimate_tempMax;PastClimate_tempMean;PastClimate_precMin;PastClimate_precMax;PastClimate_precAnn
Santiago;Santiago;White;4664.067901;0.933304469;1.287453477;1;23;South;0;0.146519155;32951.12093;0;0;87.6459512;165;5029;4864;1662.86296;1058.413094;67.76310086;102;213;178;3;43;29;9;3;6;1;0;3;5;10;5;7;3;9;3;13.27573796;25.5573796;19.01811497;0.503303392;123.0827292;234.1829363;2050.044951;20.82141378;96.55023304;123.6774728;1353.302512;0.075450529;101.3175816;136.0433713;1468.924158;0.094834862;717.7077967;3164.125314;818.3250473;25.86259917;14.75913689;0.044854775;9.151161452;21.49712654;15.22637919;116.371896;398.8276013;2353.157655
Tapajos1;Tapajos1;Clear;576.8755036;0.537797266;0.763493038;0;7;South;9;0.125715855;42527.3817;10;54.1;11.45387798;1;446;445;109.8742002;74.96306717;0;514;844;608;10;100;56;68;9;25;5;28;9;18;8;35;26;11;25;18;20.75333133;32.79207104;26.4186173;0.527342605;56.701766;323.9577764;2066.687939;56.59145093;80.07015854;139.9480032;1324.757235;0.182726418;124.7733293;162.9559904;1692.245194;0.089163861;1078.795804;2422.916136;162.3897731;6.702244898;14.75541997;0.061200549;15.9870082;28.45446174;22.45541604;68.70986104;367.3902562;2417.003014
Tapajos2;Tapajos2;Clear;1084.561848;0.27494168;0.572211227;0;7;South;1;0.168691039;59068.76507;0;6.8;15.79338967;28;567;539;195.0236137;83.64300396;0;156;771;311;1;70;27;31;1;20;2;9;6;9;4;14;13;1;12;5;18.22213229;34.09916474;26.23628718;0.422516813;30.57091103;338.8253138;2291.93292;57.04491151;77.73301801;142.7204819;1397.148737;0.20170976;130.0817292;170.0035078;1765.042266;0.089989015;1338.685504;2460.868401;180.622823;7.339800165;14.70407715;0.136958417;13.97430227;30.24793961;22.4759365;31.31791327;438.3915145;2702.798736
Tapaua;Tapaua;White;2712.321399;0.064073738;0.47398409;1;14;South;0;0.202107077;62892.51269;0;35.2;0;38;188;150;107.5489075;24.04971877;0;23;892;108;0;29;9;9;2;1;1;4;3;6;2;0;3;1;0;6;19.85469305;32.14501384;26.08268792;0.345701601;63.21102181;344.3277099;2584.331249;46.60498413;101.327872;150.1054231;1517.804403;0.138519821;117.7166475;157.8663605;1694.727791;0.085827072;1313.882595;2310.133517;205.1821926;8.881832631;14.70775096;0.075986937;15.43808876;28.60208859;22.49295242;112.0710981;320.9515756;2628.294396
Tefe;Tefe;Black;2291.111319;0.187580758;0.379926247;1;17;South;0;0.188734914;24268.55219;0;79.5;0;24;134;110;86.95020543;17.76508912;0;217;966;492;3;74;37;49;9;15;3;36;7;16;8;20;26;16;30;11;21.15854815;31.99157477;26.44945916;0.304901981;96.17858397;327.1136475;2622.108099;35.72722484;113.4334832;143.4989464;1551.918382;0.082046988;114.4420173;154.4162394;1639.139917;0.084876824;1870.05868;2760.133002;123.3121815;4.467617373;14.74499686;0.061417844;16.78792152;28.60263455;22.85820235;130.043717;366.485193;2693.227148
Teles_Pires;Teles_Pires;Clear;1552.973572;1.140124895;0.74204106;0;7;South;6;0.154668977;141419.1395;0;0;0.388059533;97;836;739;339.725474;99.85277193;0;422;636;398;8;102;28;33;6;27;2;6;7;11;9;22;18;2;15;4;15.0968105;34.75284548;25.06886609;0.702734537;7.215529227;357.5678423;2138.520428;71.76100106;54.990624;162.8551651;1360.419888;0.35269513;138.1877934;180.2365331;1903.619274;0.093751326;999.4143266;1646.163698;513.3190852;31.18274846;14.56875494;0.517360647;11.09724852;30.09876744;20.98670204;7.314859046;391.6637399;2439.577262
Tigre;Tigre;White;4086.133335;0.176258261;1.112305748;1;23;South;0;0.153313778;42905.0432;0;0;0.978936106;95;624;529;201.6664346;60.65042387;0;208;566;272;2;92;30;22;10;7;1;3;3;7;5;3;15;1;9;6;19.9054919;31.38687194;25.65211043;0.477329335;172.8575208;278.255102;2703.312766;13.93489677;116.9884433;154.2729443;1682.73549;0.085763217;116.9884433;155.2786132;1688.789931;0.087977601;833.5337045;2229.485476;325.7887741;14.61273364;14.7634111;0.044542825;15.55584606;28.7725784;22.27911512;126.9687701;356.25106;2592.163663
Trombetas;Trombetas1;Clear;813.7356776;0.30928844;0.277180984;0;8;North;25;0.147022968;127649.6668;2;11.6;24.34454427;1;894;893;244.1658499;115.0076472;0;309;781;578;8;74;30;61;7;26;3;34;11;20;6;34;30;25;29;14;21.29743535;33.42164017;26.41697559;0.622338936;76.67303031;387.5925551;2241.367515;53.90938676;87.6891682;136.8482771;1399.569467;0.156865045;124.3855348;167.903541;1699.977862;0.094326484;1102.392562;1974.406398;193.9816383;9.824808029;14.76907822;0.030330324;16.1641676;28.33611797;22.40537012;66.52752948;431.7391466;2532.917038
Uatuma;Uatuma1;Clear;1153.283725;0.537708103;0.741189778;0;11;North;1;0.154867971;33426.02428;5;61.1;16.08030841;3;324;321;96.3197771;52.1499122;0;95;922;367;0;50;10;38;4;20;6;16;5;20;6;20;24;3;15;11;22.12935552;32.71767007;27.0125163;0.43538753;88.89725695;363.8604954;2335.435233;46.2698571;96.74361531;138.0018406;1448.732802;0.093188902;121.8696475;154.7600276;1643.72457;0.07443763;1130.519166;2283.289961;99.97371578;4.378494081;14.77103659;0.015223909;17.70096307;29.50940725;23.4702415;90.86888105;357.1893853;2385.671905
Uaupes;Uaupes;Black;2805.821472;0.182518621;0.878159871;1;13;North;10;0.149347066;64084.68841;0;6.7;0.090515162;68;667;599;182.4512964;56.7116532;0;121;575;229;4;53;10;28;7;11;2;10;4;9;3;7;10;0;4;8;20.68598426;31.77532942;25.91423313;0.568132649;156.7600694;371.9745666;3186.478608;27.16344359;115.2292345;142.2924513;1588.108776;0.06537291;115.2292345;154.0564417;1630.694132;0.078869248;2448.858742;2878.030318;133.4171928;4.635711862;14.76753104;0.027805366;16.88765869;29.55381544;22.53770442;93.62005526;524.4623565;3082.779869
Ucayali1;Ucayali1;White;3995.873957;0.352983265;1.072926489;1;24;South;0;0.132863485;110606.2302;0;0;10.43240592;87;2255;2168;247.7565871;231.7880922;2.683800135;476;712;543;11;119;67;45;22;16;5;25;11;15;10;16;28;8;26;11;19.13166165;32.98248139;26.23125541;0.498965417;86.34263837;265.309128;2186.083508;31.94863835;112.5661662;155.279542;1598.590203;0.119887772;125.0582599;170.0665686;1811.640108;0.0961773;426.761634;2277.869997;523.4898168;22.98154932;14.68330174;0.224216075;15.32348616;29.58897628;22.79142528;107.2733551;291.436409;2318.203658
Ucayali2;Ucayali2;White;5041.484948;0.60215485;1.145437066;1;24;South;3;0.158553941;54232.07629;0;0;64.49932;148;5108;4960;1393.199356;1300.77114;48.72197223;106;297;116;6;52;14;11;1;2;0;0;4;2;4;1;3;1;4;1;12.13598718;28.14978706;20.69333468;0.607839716;47.79341211;225.0302139;1602.811903;47.8501386;77.3845725;137.017639;1276.006504;0.218011635;114.9849473;157.3530888;1661.955477;0.100436428;500.428949;3218.625245;1074.096669;33.37128702;14.56609311;0.229324422;8.647253957;24.29903308;16.98437912;76.4063088;237.9133612;1864.342592
Unini;Unini;Black;1944.280899;0.167912478;0.02234616;1;13;North;0;0.14402931;27309.43081;2;100;0;12;77;65;57.33170594;10.4826044;0;32;911;57;0;6;2;4;1;0;1;2;2;3;0;0;0;0;2;7;21.55982727;32.13318209;26.63987546;0.308266421;147.7696592;335.4299527;2703.304253;27.57652471;122.9775636;146.1850612;1634.140376;0.049236507;122.9775636;153.2285884;1676.288481;0.064462476;1466.68866;2735.301248;99.30174083;3.63037676;14.77085319;0.008014314;17.29432566;29.75423349;23.31488177;105.1019414;410.956783;2685.375413
Urubamba;Urubamba;White;5448.281455;0.935620338;1.42697169;1;24;South;0;0.156402822;59359.12086;0;0;62.8805251;210;6228;6018;1868.57006;1583.997845;54.41979634;422;289;225;2;83;32;11;3;6;0;2;6;1;5;4;4;1;17;0;8.597312592;27.11929753;18.54012951;0.881156205;33.76963469;209.1751953;1403.74162;58.60733441;64.2609981;130.6948406;1138.214767;0.262804981;109.6508341;158.0162314;1620.838995;0.111165739;417.9254013;3019.256316;1184.636455;39.23603469;14.50233223;0.357118568;5.287379238;23.02500843;14.81814391;56.78998923;214.1975971;1580.004526
Xingu1;Xingu1;Clear;134.7960228;0.834965676;1.348322799;0;3;South;0;0.165238848;41438.74363;12;44.7;1.278867546;0;361;363;109.0908417;67.63557846;0;900;588;601;12;93;52;58;12;32;6;26;10;22;9;37;25;18;26;9;20.68258128;32.01415709;26.01232332;0.486032658;34.13370009;342.8268018;1989.644764;67.46002802;59.30702188;136.9052211;1236.009478;0.255867096;123.1610417;156.2188775;1652.328883;0.079428133;1001.154479;2491.371166;224.6400237;9.016722469;14.76327625;0.038461996;16.21565036;28.10040114;21.88451427;63.71603013;446.0112513;2370.669051
Xingu2;Xingu3;Clear;690.100019;0.409395418;0;0;3;South;6;0.114759837;48112.05421;0;0;8.385352996;55;682;627;238.0378146;60.02353683;0;162;374;195;0;37;23;15;4;17;2;8;4;11;0;10;9;3;4;2;17.87836944;31.87954019;24.83489787;0.360061845;25.75099478;301.9234238;1867.626634;62.80231674;66.00022991;146.03369;1285.643399;0.269203181;132.3807587;163.9135025;1760.516527;0.071269039;846.6825382;2690.305582;136.8028761;5.085031121;14.72511253;0.102541665;13.33955357;27.86725229;20.7231692;25.2672498;320.9237901;2105.855844
Xingu3;Xingu4;Clear;1115.108707;0.718140023;0.761634865;0;3;South;5;0.128876699;78901.77829;0;0;8.261147867;86;673;587;316.0813469;57.91384531;0;90;215;145;2;37;18;12;6;11;3;1;5;6;0;3;5;2;2;0;16.00772528;34.59641048;25.34892036;0.502303613;6.47313736;336.8926029;2073.449011;71.62464992;52.97778728;161.0270444;1358.519626;0.359208749;139.7609727;183.2907322;1920.377317;0.0969672;853.0617962;2136.915453;379.6973214;17.76847656;14.61755802;0.308577478;12.09678732;30.52954744;21.51567295;6.319386761;392.0225834;2292.886034
Xingu4;Xingu6;Clear;1838.576273;1.241702482;0.673138401;0;3;South;1;0.177843097;131538.9516;0;0;0;270;838;568;370.9341639;68.16926401;0;183;162;213;6;49;9;18;4;15;2;8;6;6;5;12;13;0;5;4;13.80912043;34.18528158;24.72071857;0.969210167;2.950680639;320.6401748;1866.716054;77.39176383;45.37408498;161.3086155;1292.89661;0.417117221;134.0220304;185.4316063;1916.085058;0.103972047;691.7172945;1173.297212;287.7973438;24.52893784;14.48167699;0.328541848;10.04534065;30.29396482;20.99485661;2.992548545;342.3222273;2003.505456
Yacuma;Yacuma;White;3614.475011;1.429535944;0.826280419;1;12;South;0;0.059571245;21385.46202;0;0;10.50725801;140;1759;1619;237.7339528;181.3232022;1.710394269;37;474;223;0;51;22;22;10;9;4;6;9;7;4;10;14;2;8;2;16.56304828;33.02371182;25.44524796;1.360170493;44.3626263;282.1863652;1736.410282;54.59339553;81.73303395;154.2148581;1331.099261;0.236686186;108.2344083;176.3799311;1736.972785;0.159165336;636.9866775;1835.676356;858.5358747;46.76945759;14.38746634;0.208572756;13.05455717;28.52808374;21.61220612;73.82673108;276.3674718;2016.225121
