MatriceDistance_km;Abuna;Amazon1;Amazon2;Amazon5;Amazon8;Amazon9;Andira1;Apaporis;Apurimac1;Arinos;Aripuana;Bacaja;Beni;Blanco_Baures;Branco;Candeias;Canuma;Caqueta1;Chapare;Coari;Curaray;Curua;Curua_Una;Demini;Fresco;Grande;Guapore;Huallaga;Iriri;Isiboro;Itonamas;Jamanxim;Japura1;Jari;Jatapu;Javary1;Jiparana;Jurua1;Juruena1;Jutai;Luna;Madera1;Madera2;Madera3;Madera4;Madera6;Madre_Dios;Mamore1;Mamore2;Mantaro;Maranon1;Maranon3;Maranon5;Marmelos;Maues;Napo1;Napo2;Negro1;Negro2;Negro3;Negro5;Nhamunda;Orthon;Pachitea;Paru_Este;Pastaza;Purus1;Purus2;Purus3;Putumayo;Roosevelt;Santiago;Solimoes1;Solimoes2;Solimoes3;Solimoes4;Solimoes7;Solimoes8;Solimoes9;Tapajos1;Tapajos2;Tapaua;Tefe;Teles_Pires;Tigre;Trombetas1;Uatuma1;Uaupes;Ucayali1;Ucayali2;Unini;Urubamba;Xingu1;Xingu3;Xingu4;Xingu6;Yacuma
Madera3;859330.4501;2025092.286;1871494.749;1297361.879;871808.5608;598113.7636;1010666.049;2282745.286;5007137.373;2831715.453;258924.7846;2268052.782;1126260.222;1368083.417;1229026.22;487965.1703;1494481.758;2282745.286;2016933.181;1269041.202;3331391.064;1567318.017;1519989.041;1410363.132;2870608.947;1894345.654;1214340.153;3566322.21;2445600.259;1894345.654;1353607.006;1867609.021;1478373.091;1871494.749;983412.4179;2515463.181;378595.388;1720835.919;2336020.745;1901813.223;598113.7636;598113.7636;258924.7846;0;378595.388;859330.4501;963325.9951;963325.9951;1214340.153;5007137.373;3210125.222;3566322.21;3878319.165;0;1269199.892;2999265.82;3331391.064;805854.7735;1133404.729;1410363.132;2020072.736;1256978.321;1090993.673;4255736.212;1796188.491;3676788.24;1054114.88;1926572.663;2288458.581;2121984.583;603159.8507;3878319.165;805854.7735;1054114.88;1269041.202;1478373.091;2121984.583;2515463.181;2999265.82;1448216.782;1867609.021;1926572.663;1505362.583;2336020.745;3300384.6;1211356.608;871808.5608;2020072.736;3210125.222;4255736.212;1158532.163;4662532.72;1890296.263;2445600.259;2870608.947;3594076.513;1589382.726
Madera4;480735.0621;2403687.674;2250090.137;1675957.267;1250403.949;976709.1515;1389261.437;2661340.674;5385732.761;3210310.841;637520.1726;2646648.17;747664.8344;989488.0292;1607621.608;109369.7823;1873077.146;2661340.674;1638337.793;1647636.59;3709986.452;1945913.405;1898584.429;1788958.52;3249204.335;1515750.266;835744.7646;3944917.598;2824195.647;1515750.266;975011.6177;2246204.409;1856968.479;2250090.137;1362007.806;2894058.569;0;2099431.307;2714616.133;2280408.611;976709.1515;976709.1515;637520.1726;378595.388;0;480735.0621;584730.6071;584730.6071;835744.7646;5385732.761;3588720.61;3944917.598;4256914.553;378595.388;1647795.28;3377861.208;3709986.452;1184450.162;1512000.117;1788958.52;2398668.124;1635573.709;712398.2847;4634331.6;2174783.879;4055383.628;1432710.268;2305168.051;2667053.968;2500579.971;981755.2387;4256914.553;1184450.162;1432710.268;1647636.59;1856968.479;2500579.971;2894058.569;3377861.208;1826812.17;2246204.409;2305168.051;1883957.971;2714616.133;3678979.988;1589951.996;1250403.949;2398668.124;3588720.61;4634331.6;1537127.551;5041128.108;2268891.651;2824195.647;3249204.335;3972671.901;1210787.338
Madera6;0;2884422.736;2730825.199;2156692.329;1731139.011;1457444.214;1869996.5;3142075.736;5866467.823;3691045.903;1118255.235;3127383.232;266929.7723;508752.967;2088356.67;371365.2798;2353812.208;3142075.736;1157602.731;2128371.652;4190721.514;2426648.467;2379319.491;2269693.582;3729939.397;1035015.203;355009.7025;4425652.66;3304930.709;1035015.203;494276.5556;2726939.471;2337703.541;2730825.199;1842742.868;3374793.631;480735.0621;2580166.369;3195351.195;2761143.673;1457444.214;1457444.214;1118255.235;859330.4501;480735.0621;0;103995.545;103995.545;355009.7025;5866467.823;4069455.672;4425652.66;4737649.615;859330.4501;2128530.342;3858596.27;4190721.514;1665185.224;1992735.18;2269693.582;2879403.186;2116308.771;231663.2226;5115066.662;2655518.942;4536118.69;1913445.33;2785903.113;3147789.031;2981315.033;1462490.301;4737649.615;1665185.224;1913445.33;2128371.652;2337703.541;2981315.033;3374793.631;3858596.27;2307547.232;2726939.471;2785903.113;2364693.034;3195351.195;4159715.05;2070687.058;1731139.011;2879403.186;4069455.672;5115066.662;2017862.613;5521863.17;2749626.713;3304930.709;3729939.397;4453406.963;730052.2757
Madre_Dios;103995.545;2988418.281;2834820.744;2260687.874;1835134.556;1561439.759;1973992.045;3246071.281;5970463.368;3795041.448;1222250.78;3231378.777;162934.2273;404757.4221;2192352.215;475360.8248;2457807.753;3246071.281;1053607.186;2232367.197;4294717.059;2530644.012;2483315.036;2373689.127;3833934.942;931019.6584;251014.1575;4529648.205;3408926.254;931019.6584;390281.0106;2830935.016;2441699.086;2834820.744;1946738.413;3478789.176;584730.6071;2684161.914;3299346.74;2865139.218;1561439.759;1561439.759;1222250.78;963325.9951;584730.6071;103995.545;0;0;251014.1575;5970463.368;4173451.217;4529648.205;4841645.16;963325.9951;2232525.887;3962591.815;4294717.059;1769180.769;2096730.725;2373689.127;2983398.731;2220304.316;127667.6776;5219062.207;2759514.486;4640114.235;2017440.875;2889898.658;3251784.576;3085310.578;1566485.846;4841645.16;1769180.769;2017440.875;2232367.197;2441699.086;3085310.578;3478789.176;3962591.815;2411542.777;2830935.016;2889898.658;2468688.579;3299346.74;4263710.595;2174682.603;1835134.556;2983398.731;4173451.217;5219062.207;2121858.158;5625858.715;2853622.258;3408926.254;3833934.942;4557402.508;626056.7307
Mamore1;103995.545;2988418.281;2834820.744;2260687.874;1835134.556;1561439.759;1973992.045;3246071.281;5970463.368;3795041.448;1222250.78;3231378.777;162934.2273;404757.4221;2192352.215;475360.8248;2457807.753;3246071.281;1053607.186;2232367.197;4294717.059;2530644.012;2483315.036;2373689.127;3833934.942;931019.6584;251014.1575;4529648.205;3408926.254;931019.6584;390281.0106;2830935.016;2441699.086;2834820.744;1946738.413;3478789.176;584730.6071;2684161.914;3299346.74;2865139.218;1561439.759;1561439.759;1222250.78;963325.9951;584730.6071;103995.545;0;0;251014.1575;5970463.368;4173451.217;4529648.205;4841645.16;963325.9951;2232525.887;3962591.815;4294717.059;1769180.769;2096730.725;2373689.127;2983398.731;2220304.316;127667.6776;5219062.207;2759514.486;4640114.235;2017440.875;2889898.658;3251784.576;3085310.578;1566485.846;4841645.16;1769180.769;2017440.875;2232367.197;2441699.086;3085310.578;3478789.176;3962591.815;2411542.777;2830935.016;2889898.658;2468688.579;3299346.74;4263710.595;2174682.603;1835134.556;2983398.731;4173451.217;5219062.207;2121858.158;5625858.715;2853622.258;3408926.254;3833934.942;4557402.508;626056.7307
Mamore2;355009.7025;3239432.438;3085834.901;2511702.031;2086148.713;1812453.916;2225006.202;3497085.439;6221477.525;4046055.605;1473264.937;3482392.934;413948.3848;153743.2646;2443366.373;726374.9823;2708821.91;3497085.439;802593.0284;2483381.354;4545731.217;2781658.17;2734329.194;2624703.285;4084949.099;680005.5009;0;4780662.363;3659940.412;680005.5009;139266.8531;3081949.174;2692713.244;3085834.901;2197752.571;3729803.333;835744.7646;2935176.072;3550360.898;3116153.376;1812453.916;1812453.916;1473264.937;1214340.153;835744.7646;355009.7025;251014.1575;251014.1575;0;6221477.525;4424465.374;4780662.363;5092659.318;1214340.153;2483540.045;4213605.972;4545731.217;2020194.926;2347744.882;2624703.285;3234412.889;2471318.474;378681.8351;5470076.365;3010528.644;4891128.393;2268455.033;3140912.816;3502798.733;3336324.736;1817500.003;5092659.318;2020194.926;2268455.033;2483381.354;2692713.244;3336324.736;3729803.333;4213605.972;2662556.935;3081949.174;3140912.816;2719702.736;3550360.898;4514724.752;2425696.761;2086148.713;3234412.889;4424465.374;5470076.365;2372872.316;5876872.872;3104636.415;3659940.412;4084949.099;4808416.665;375042.5732
Mantaro;5866467.823;5792886.108;5639288.572;5065155.701;4639602.384;4409023.609;4778459.872;4333136.476;0;6599509.276;4748212.588;6035846.604;6133397.595;6375220.79;4624454.046;5495102.543;5262275.58;4333136.476;7024070.554;3738096.171;2339996.797;5335111.84;5287782.864;4805790.958;6638402.77;6901483.026;6221477.525;2153209.139;6213394.082;6901483.026;6360744.378;5635402.844;3528764.281;5639288.572;4751206.241;2491674.192;5385732.761;3286301.454;6103814.568;3105324.149;4409023.609;4409023.609;4748212.588;5007137.373;5385732.761;5866467.823;5970463.368;5970463.368;6221477.525;0;1797012.151;2153209.139;2465206.094;5007137.373;5036993.715;2007871.553;2339996.797;4201282.599;4528832.555;4805790.958;5415500.562;5024772.144;6098131.045;751401.1605;5563982.314;2263675.17;3953022.493;4825480.276;5187366.193;2885152.789;5092447.654;2465206.094;4201282.599;3953022.493;3738096.171;3528764.281;2885152.789;2491674.192;2007871.553;5216010.605;5635402.844;4825480.276;3501774.789;6103814.568;1887271.529;4979150.431;4639602.384;5415500.562;1797012.151;751401.1605;4553959.989;344604.653;5658090.086;6213394.082;6638402.77;7361870.336;6596520.098
Maranon1;4069455.672;3995873.957;3842276.421;3268143.55;2842590.233;2612011.458;2981447.721;2536124.325;1797012.151;4802497.125;2951200.437;4238834.454;4336385.444;4578208.639;2827441.895;3698090.392;3465263.429;2536124.325;5227058.403;1941084.02;542984.6461;3538099.689;3490770.713;3008778.807;4841390.619;5104470.875;4424465.374;356196.9883;4416381.931;5104470.875;4563732.227;3838390.693;1731752.13;3842276.421;2954194.09;694662.0408;3588720.61;1489289.303;4306802.417;1308311.998;2612011.458;2612011.458;2951200.437;3210125.222;3588720.61;4069455.672;4173451.217;4173451.217;4424465.374;1797012.151;0;356196.9883;668193.9432;3210125.222;3239981.564;210859.4018;542984.6461;2404270.448;2731820.404;3008778.807;3618488.411;3227759.993;4301118.894;1045610.99;3766970.163;466663.0187;2156010.342;3028468.125;3390354.042;1088140.639;3295435.503;668193.9432;2404270.448;2156010.342;1941084.02;1731752.13;1088140.639;694662.0408;210859.4018;3418998.454;3838390.693;3028468.125;1704762.638;4306802.417;90259.37808;3182138.28;2842590.233;3618488.411;0;1045610.99;2756947.838;1452407.498;3861077.935;4416381.931;4841390.619;5564858.185;4799507.947
Maranon3;4425652.66;4352070.946;4198473.409;3624340.539;3198787.221;2968208.446;3337644.71;2892321.314;2153209.139;5158694.113;3307397.425;4595031.442;4692582.432;4934405.627;3183638.883;4054287.38;3821460.418;2892321.314;5583255.391;2297281.008;899181.6344;3894296.677;3846967.701;3364975.795;5197587.607;5460667.864;4780662.363;0;4772578.919;5460667.864;4919929.216;4194587.681;2087949.119;4198473.409;3310391.078;1050859.029;3944917.598;1845486.291;4662999.405;1664508.987;2968208.446;2968208.446;3307397.425;3566322.21;3944917.598;4425652.66;4529648.205;4529648.205;4780662.363;2153209.139;356196.9883;0;311996.9549;3566322.21;3596178.552;567056.3902;899181.6344;2760467.436;3088017.392;3364975.795;3974685.399;3583956.981;4657315.883;1401807.979;4123167.151;110466.0303;2512207.33;3384665.113;3746551.03;1444337.627;3651632.491;311996.9549;2760467.436;2512207.33;2297281.008;2087949.119;1444337.627;1050859.029;567056.3902;3775195.442;4194587.681;3384665.113;2060959.627;4662999.405;265937.6102;3538335.268;3198787.221;3974685.399;356196.9883;1401807.979;3113144.826;1808604.486;4217274.923;4772578.919;5197587.607;5921055.173;5155704.936
Maranon5;4737649.615;4664067.901;4510470.364;3936337.494;3510784.176;3280205.401;3649641.664;3204318.269;2465206.094;5470691.068;3619394.38;4907028.397;5004579.387;5246402.582;3495635.838;4366284.335;4133457.373;3204318.269;5895252.346;2609277.963;1211178.589;4206293.632;4158964.656;3676972.75;5509584.562;5772664.818;5092659.318;311996.9549;5084575.874;5772664.818;5231926.171;4506584.636;2399946.074;4510470.364;3622388.033;1362855.984;4256914.553;2157483.246;4974996.36;1976505.942;3280205.401;3280205.401;3619394.38;3878319.165;4256914.553;4737649.615;4841645.16;4841645.16;5092659.318;2465206.094;668193.9432;311996.9549;0;3878319.165;3908175.507;879053.3451;1211178.589;3072464.391;3400014.347;3676972.75;4286682.354;3895953.936;4969312.838;1713804.934;4435164.106;201530.9246;2824204.285;3696662.068;4058547.985;1756334.582;3963629.446;0;3072464.391;2824204.285;2609277.963;2399946.074;1756334.582;1362855.984;879053.3451;4087192.397;4506584.636;3696662.068;2372956.581;4974996.36;577934.5652;3850332.223;3510784.176;4286682.354;668193.9432;1713804.934;3425141.781;2120601.441;4529271.878;5084575.874;5509584.562;6233052.128;5467701.891
Marmelos;859330.4501;2025092.286;1871494.749;1297361.879;871808.5608;598113.7636;1010666.049;2282745.286;5007137.373;2831715.453;258924.7846;2268052.782;1126260.222;1368083.417;1229026.22;487965.1703;1494481.758;2282745.286;2016933.181;1269041.202;3331391.064;1567318.017;1519989.041;1410363.132;2870608.947;1894345.654;1214340.153;3566322.21;2445600.259;1894345.654;1353607.006;1867609.021;1478373.091;1871494.749;983412.4179;2515463.181;378595.388;1720835.919;2336020.745;1901813.223;598113.7636;598113.7636;258924.7846;0;378595.388;859330.4501;963325.9951;963325.9951;1214340.153;5007137.373;3210125.222;3566322.21;3878319.165;0;1269199.892;2999265.82;3331391.064;805854.7735;1133404.729;1410363.132;2020072.736;1256978.321;1090993.673;4255736.212;1796188.491;3676788.24;1054114.88;1926572.663;2288458.581;2121984.583;603159.8507;3878319.165;805854.7735;1054114.88;1269041.202;1478373.091;2121984.583;2515463.181;2999265.82;1448216.782;1867609.021;1926572.663;1505362.583;2336020.745;3300384.6;1211356.608;871808.5608;2020072.736;3210125.222;4255736.212;1158532.163;4662532.72;1890296.263;2445600.259;2870608.947;3594076.513;1589382.726
Maues;2128530.342;1272960.079;1119362.542;545229.6718;397391.3311;671086.1284;258533.8425;2312601.628;5036993.715;2079583.246;1010275.107;1515920.575;2395460.114;2637283.309;1258882.562;1757165.062;225281.8656;2312601.628;3286133.073;1298897.544;3361247.406;815185.8102;767856.8344;1440219.474;2118476.74;3163545.545;2483540.045;3596178.552;1693468.052;3163545.545;2622806.898;1115476.814;1508229.433;1119362.542;508995.1882;2545319.523;1647795.28;1750692.261;1583888.538;1931669.565;671086.1284;671086.1284;1010275.107;1269199.892;1647795.28;2128530.342;2232525.887;2232525.887;2483540.045;5036993.715;3239981.564;3596178.552;3908175.507;1269199.892;0;3029122.162;3361247.406;835711.1156;1163261.071;1440219.474;2049929.078;504846.1144;2360193.565;4285592.554;1044056.284;3706644.582;1083971.222;1956429.005;2318314.923;2151840.925;1354510.173;3908175.507;835711.1156;1083971.222;1298897.544;1508229.433;2151840.925;2545319.523;3029122.162;696084.5751;1115476.814;1956429.005;1535218.925;1583888.538;3330240.942;459224.4011;397391.3311;2049929.078;3239981.564;4285592.554;1188388.505;4692389.062;1138164.056;1693468.052;2118476.74;2841944.306;2858582.618
Napo1;3858596.27;3785014.556;3631417.019;3057284.149;2631730.831;2401152.056;2770588.319;2325264.924;2007871.553;4591637.723;2740341.035;4027975.052;4125526.042;4367349.237;2616582.493;3487230.99;3254404.028;2325264.924;5016199.001;1730224.618;332125.2442;3327240.287;3279911.311;2797919.405;4630531.217;4893611.473;4213605.972;567056.3902;4205522.529;4893611.473;4352872.826;3627531.291;1520892.729;3631417.019;2743334.688;483802.639;3377861.208;1278429.901;4095943.015;1097452.597;2401152.056;2401152.056;2740341.035;2999265.82;3377861.208;3858596.27;3962591.815;3962591.815;4213605.972;2007871.553;210859.4018;567056.3902;879053.3451;2999265.82;3029122.162;0;332125.2442;2193411.046;2520961.002;2797919.405;3407629.009;3016900.591;4090259.493;1256470.392;3556110.761;677522.4205;1945150.94;2817608.723;3179494.64;877281.2367;3084576.101;879053.3451;2193411.046;1945150.94;1730224.618;1520892.729;877281.2367;483802.639;0;3208139.052;3627531.291;2817608.723;1493903.236;4095943.015;301118.7799;2971278.878;2631730.831;3407629.009;210859.4018;1256470.392;2546088.436;1663266.9;3650218.533;4205522.529;4630531.217;5353998.783;4588648.546
Napo2;4190721.514;4117139.8;3963542.263;3389409.393;2963856.075;2733277.301;3102713.564;2657390.168;2339996.797;4923762.967;3072466.279;4360100.296;4457651.286;4699474.481;2948707.737;3819356.234;3586529.272;2657390.168;5348324.245;2062349.862;0;3659365.531;3612036.556;3130044.649;4962656.461;5225736.718;4545731.217;899181.6344;4537647.773;5225736.718;4684998.07;3959656.535;1853017.973;3963542.263;3075459.932;815927.8832;3709986.452;1610555.145;4428068.259;1429577.841;2733277.301;2733277.301;3072466.279;3331391.064;3709986.452;4190721.514;4294717.059;4294717.059;4545731.217;2339996.797;542984.6461;899181.6344;1211178.589;3331391.064;3361247.406;332125.2442;0;2525536.291;2853086.246;3130044.649;3739754.253;3349025.835;4422384.737;1588595.637;3888236.006;1009647.665;2277276.184;3149733.967;3511619.885;1209406.481;3416701.345;1211178.589;2525536.291;2277276.184;2062349.862;1853017.973;1209406.481;815927.8832;332125.2442;3540264.296;3959656.535;3149733.967;1826028.481;4428068.259;633244.0242;3303404.122;2963856.075;3739754.253;542984.6461;1588595.637;2878213.68;1995392.144;3982343.777;4537647.773;4962656.461;5686124.027;4920773.79
Negro1;1665185.224;1591603.509;1438005.973;863873.1023;438319.7845;207741.01;577177.2731;1476890.513;4201282.599;2398226.676;546929.9889;1834564.005;1932114.996;2173938.191;423171.4465;1293819.944;1060992.981;1476890.513;2822787.955;463186.4283;2525536.291;1133829.241;1086500.265;604508.3584;2437120.17;2700200.427;2020194.926;2760467.436;2012111.483;2700200.427;2159461.779;1434120.245;672518.3177;1438005.973;549923.6416;1709608.407;1184450.162;914981.1454;1902531.969;1095958.45;207741.01;207741.01;546929.9889;805854.7735;1184450.162;1665185.224;1769180.769;1769180.769;2020194.926;4201282.599;2404270.448;2760467.436;3072464.391;805854.7735;835711.1156;2193411.046;2525536.291;0;327549.9559;604508.3584;1214217.963;823489.5449;1896848.446;3449881.439;1362699.715;2870933.467;248260.1065;1120717.89;1482603.807;1316129.81;891165.055;3072464.391;0;248260.1065;463186.4283;672518.3177;1316129.81;1709608.407;2193411.046;1014728.006;1434120.245;1120717.89;699507.8099;1902531.969;2494529.826;777867.8317;438319.7845;1214217.963;2404270.448;3449881.439;352677.3894;3856677.946;1456807.486;2012111.483;2437120.17;3160587.736;2395237.499
Negro2;1992735.18;1919153.465;1765555.928;1191423.058;765869.7404;535290.9659;904727.229;1804440.469;4528832.555;2725776.632;874479.9448;2162113.961;2259664.952;2501488.147;95621.4906;1621369.9;1388542.937;1804440.469;3150337.91;790736.3842;2853086.246;1461379.197;1414050.221;276958.4026;2764670.126;3027750.383;2347744.882;3088017.392;2339661.439;3027750.383;2487011.735;1761670.201;1000068.274;1765555.928;877473.5975;2037158.363;1512000.117;1242531.101;2230081.925;1423508.406;535290.9659;535290.9659;874479.9448;1133404.729;1512000.117;1992735.18;2096730.725;2096730.725;2347744.882;4528832.555;2731820.404;3088017.392;3400014.347;1133404.729;1163261.071;2520961.002;2853086.246;327549.9559;0;276958.4026;886668.0069;1151039.501;2224398.402;3777431.394;1690249.671;3198483.423;575810.0624;1448267.846;1810153.763;1643679.766;1218715.011;3400014.347;327549.9559;575810.0624;790736.3842;1000068.274;1643679.766;2037158.363;2520961.002;1342277.962;1761670.201;1448267.846;1027057.766;2230081.925;2822079.782;1105417.788;765869.7404;886668.0069;2731820.404;3777431.394;25127.43354;4184227.902;1784357.442;2339661.439;2764670.126;3488137.692;2722787.455
Negro3;2269693.582;2196111.868;2042514.331;1468381.461;1042828.143;812249.3684;1181685.632;2081398.871;4805790.958;3002735.035;1151438.347;2439072.364;2536623.354;2778446.549;181336.912;1898328.302;1665501.34;2081398.871;3427296.313;1067694.787;3130044.649;1738337.599;1691008.623;0;3041628.529;3304708.785;2624703.285;3364975.795;2616619.841;3304708.785;2763970.138;2038628.603;1277026.676;2042514.331;1154432;2314116.766;1788958.52;1519489.504;2507040.327;1700466.808;812249.3684;812249.3684;1151438.347;1410363.132;1788958.52;2269693.582;2373689.127;2373689.127;2624703.285;4805790.958;3008778.807;3364975.795;3676972.75;1410363.132;1440219.474;2797919.405;3130044.649;604508.3584;276958.4026;0;609709.6043;1427997.903;2501356.805;4054389.797;1967208.073;3475441.825;852768.4649;1725226.248;2087112.165;1920638.168;1495673.413;3676972.75;604508.3584;852768.4649;1067694.787;1277026.676;1920638.168;2314116.766;2797919.405;1619236.364;2038628.603;1725226.248;1304016.168;2507040.327;3099038.185;1382376.19;1042828.143;609709.6043;3008778.807;4054389.797;251830.969;4461186.305;2061315.845;2616619.841;3041628.529;3765096.095;2999745.858
Negro5;2879403.186;2805821.472;2652223.935;2078091.065;1652537.747;1421958.973;1791395.236;2691108.475;5415500.562;3612444.639;1761147.952;3048781.968;3146332.959;3388156.153;791046.5163;2508037.907;2275210.944;2691108.475;4037005.917;1677404.391;3739754.253;2348047.204;2300718.228;609709.6043;3651338.133;3914418.39;3234412.889;3974685.399;3226329.445;3914418.39;3373679.742;2648338.207;1886736.28;2652223.935;1764141.604;2923826.37;2398668.124;2129199.108;3116749.931;2310176.412;1421958.973;1421958.973;1761147.952;2020072.736;2398668.124;2879403.186;2983398.731;2983398.731;3234412.889;5415500.562;3618488.411;3974685.399;4286682.354;2020072.736;2049929.078;3407629.009;3739754.253;1214217.963;886668.0069;609709.6043;0;2037707.508;3111066.409;4664099.401;2576917.678;4085151.43;1462478.069;2334935.853;2696821.77;2530347.772;2105383.018;4286682.354;1214217.963;1462478.069;1677404.391;1886736.28;2530347.772;2923826.37;3407629.009;2228945.968;2648338.207;2334935.853;1913725.773;3116749.931;3708747.789;1992085.794;1652537.747;0;3618488.411;4664099.401;861540.5733;5070895.909;2671025.449;3226329.445;3651338.133;4374805.699;3609455.462
Nhamunda;2116308.771;859357.3909;705759.8542;131626.984;385169.7605;658864.5577;246312.2719;2300380.058;5024772.144;1665980.558;998053.5366;1102317.887;2383238.544;2625061.738;1246660.991;1744943.492;730127.98;2300380.058;3273911.502;1286675.973;3349025.835;401583.1224;354254.1466;1427997.903;1704874.052;3151323.975;2471318.474;3583956.981;1279865.364;3151323.975;2610585.327;701874.1263;1496007.863;705759.8542;496773.6176;2533097.952;1635573.709;1738470.69;1170285.85;1919447.995;658864.5577;658864.5577;998053.5366;1256978.321;1635573.709;2116308.771;2220304.316;2220304.316;2471318.474;5024772.144;3227759.993;3583956.981;3895953.936;1256978.321;504846.1144;3016900.591;3349025.835;823489.5449;1151039.501;1427997.903;2037707.508;0;2347971.994;4273370.984;630453.5967;3694423.012;1071749.651;1944207.435;2306093.352;2139619.355;1342288.603;3895953.936;823489.5449;1071749.651;1286675.973;1496007.863;2139619.355;2533097.952;3016900.591;282481.8873;701874.1263;1944207.435;1522997.355;1170285.85;3318019.371;45621.71329;385169.7605;2037707.508;3227759.993;4273370.984;1176166.934;4680167.491;724561.3681;1279865.364;1704874.052;2428341.618;2846361.047
Orthon;231663.2226;3116085.958;2962488.422;2388355.551;1962802.234;1689107.436;2101659.722;3373738.959;6098131.045;3922709.125;1349918.457;3359046.454;35266.54967;532425.0997;2320019.893;603028.5024;2585475.43;3373738.959;1181274.864;2360034.875;4422384.737;2658311.69;2610982.714;2501356.805;3961602.62;1058687.336;378681.8351;4657315.883;3536593.932;1058687.336;517948.6882;2958602.694;2569366.764;2962488.422;2074406.091;3606456.854;712398.2847;2811829.592;3427014.418;2992806.896;1689107.436;1689107.436;1349918.457;1090993.673;712398.2847;231663.2226;127667.6776;127667.6776;378681.8351;6098131.045;4301118.894;4657315.883;4969312.838;1090993.673;2360193.565;4090259.493;4422384.737;1896848.446;2224398.402;2501356.805;3111066.409;2347971.994;0;5346729.885;2887182.164;4767781.913;2145108.553;3017566.336;3379452.253;3212978.256;1694153.523;4969312.838;1896848.446;2145108.553;2360034.875;2569366.764;3212978.256;3606456.854;4090259.493;2539210.455;2958602.694;3017566.336;2596356.256;3427014.418;4391378.272;2302350.281;1962802.234;3111066.409;4301118.894;5346729.885;2249525.836;5753526.392;2981289.936;3536593.932;3961602.62;4685070.185;753724.4083
Pachitea;5115066.662;5041484.948;4887887.411;4313754.541;3888201.223;3657622.449;4027058.712;3581735.316;751401.1605;5848108.115;3996811.427;5284445.444;5381996.434;5623819.629;3873052.885;4743701.382;4510874.42;3581735.316;6272669.393;2986695.01;1588595.637;4583710.679;4536381.704;4054389.797;5887001.609;6150081.866;5470076.365;1401807.979;5461992.921;6150081.866;5609343.218;4884001.683;2777363.121;4887887.411;3999805.08;1740273.031;4634331.6;2534900.293;5352413.407;2353922.989;3657622.449;3657622.449;3996811.427;4255736.212;4634331.6;5115066.662;5219062.207;5219062.207;5470076.365;751401.1605;1045610.99;1401807.979;1713804.934;4255736.212;4285592.554;1256470.392;1588595.637;3449881.439;3777431.394;4054389.797;4664099.401;4273370.984;5346729.885;0;4812581.154;1512274.009;3201621.332;4074079.115;4435965.033;2133751.629;4341046.494;1713804.934;3449881.439;3201621.332;2986695.01;2777363.121;2133751.629;1740273.031;1256470.392;4464609.444;4884001.683;4074079.115;2750373.629;5352413.407;1135870.369;4227749.27;3888201.223;4664099.401;1045610.99;0;3802558.828;406796.5075;4906688.925;5461992.921;5887001.609;6610469.175;5845118.938
Paru_Este;2655518.942;228903.7942;75306.25749;498826.6127;924379.9306;1198074.728;785522.442;2839590.228;5563982.314;1819764.485;1537263.707;471864.2904;2922448.714;3164271.909;1785871.162;2284153.662;1269338.15;2839590.228;3813121.672;1825886.143;3888236.006;467072.9446;276199.4501;1967208.073;1074420.455;3690534.145;3010528.644;4123167.151;649411.7676;3690534.145;3149795.497;855658.0537;2035218.033;75306.25749;1035983.788;3072308.122;2174783.879;2277680.86;1324069.778;2458658.165;1198074.728;1198074.728;1537263.707;1796188.491;2174783.879;2655518.942;2759514.486;2759514.486;3010528.644;5563982.314;3766970.163;4123167.151;4435164.106;1796188.491;1044056.284;3556110.761;3888236.006;1362699.715;1690249.671;1967208.073;2576917.678;630453.5967;2887182.164;4812581.154;0;4233633.182;1610959.822;2483417.605;2845303.522;2678829.525;1881498.773;4435164.106;1362699.715;1610959.822;1825886.143;2035218.033;2678829.525;3072308.122;3556110.761;347971.7094;855658.0537;2483417.605;2062207.525;1324069.778;3857229.541;584831.8834;924379.9306;2576917.678;3766970.163;4812581.154;1715377.104;5219377.661;94107.77142;649411.7676;1074420.455;1797888.021;3385571.217
Pastaza;4536118.69;4462536.976;4308939.439;3734806.569;3309253.251;3078674.477;3448110.74;3002787.344;2263675.17;5269160.143;3417863.456;4705497.472;4803048.463;5044871.658;3294104.913;4164753.411;3931926.448;3002787.344;5693721.421;2407747.038;1009647.665;4004762.708;3957433.732;3475441.825;5308053.637;5571133.894;4891128.393;110466.0303;4883044.949;5571133.894;5030395.246;4305053.711;2198415.149;4308939.439;3420857.108;1161325.06;4055383.628;1955952.321;4773465.435;1774975.017;3078674.477;3078674.477;3417863.456;3676788.24;4055383.628;4536118.69;4640114.235;4640114.235;4891128.393;2263675.17;466663.0187;110466.0303;201530.9246;3676788.24;3706644.582;677522.4205;1009647.665;2870933.467;3198483.423;3475441.825;4085151.43;3694423.012;4767781.913;1512274.009;4233633.182;0;2622673.36;3495131.144;3857017.061;1554803.657;3762098.522;201530.9246;2870933.467;2622673.36;2407747.038;2198415.149;1554803.657;1161325.06;677522.4205;3885661.472;4305053.711;3495131.144;2171425.657;4773465.435;376403.6406;3648801.298;3309253.251;4085151.43;466663.0187;1512274.009;3223610.856;1919070.517;4327740.953;4883044.949;5308053.637;6031521.203;5266170.966
